Age,Job,Marital,Qualification,Default_Premium,Health_Insurance,General_Insurance,Contact,Month,Last_Contact_Day,Last_Contact_Duration,Contacts_During_Campaign,Previous_Contact_Days,Contacts_Before_Campaign,Previous_Outcome,Employement_Rates,Price_Variation,Consumer_Confidence_Index,Insurance_Rate,No_Employees,Client_Subscribed
42,9,1,3,0,0,0,0,1,4,96,1,999,1,0,-2.9,93.30133758,-26.75302361,3.685316437,5095.740493,0
44,0,1,4,0,0,0,0,1,4,120,1,999,1,0,-2.9,93.87387479,-32.43505059,3.049377332,5108.115837,0
37,4,2,4,0,2,0,0,1,4,243,1,999,0,1,-2.9,93.24242188,-33.25081662,8.073846469,5220.591914,0
42,9,1,3,0,2,2,0,1,4,543,1,999,0,1,-2.9,92.4597781,-46.16773839,5.483455908,5214.586557,0
28,6,2,4,0,1,1,0,1,4,227,1,999,0,1,-2.9,93.50058247,-41.80193849,2.972178314,5180.687911,0
28,9,2,3,0,0,2,0,1,4,162,1,3,1,2,-2.9,93.35482778,-36.73185509,5.277478303,5206.077253,0
38,0,1,1,0,0,0,0,1,4,289,2,999,0,1,-2.9,94.39918551,-45.27026337,1.993810258,5045.384174,1
74,5,1,3,0,0,0,0,1,4,298,1,999,0,1,-2.9,95.01680699,-44.46178809,4.178555502,5177.677274,0
76,5,1,0,0,0,0,0,1,4,331,2,999,0,1,-2.9,93.0435098,-40.85759906,7.794911189,5044.396926,0
29,0,1,4,0,0,0,0,1,2,111,5,999,0,1,-2.9,94.134315,-45.50218946,4.794317941,5140.023496,0
28,0,2,4,0,0,0,0,1,2,489,5,999,0,1,-2.9,94.24682665,-42.86375738,3.789574352,5218.082893,1
27,0,2,1,0,0,2,0,1,2,255,2,999,1,0,-2.9,93.76893156,-40.00050836,4.240398505,5240.081339,0
37,9,2,4,0,2,2,0,1,2,73,2,4,1,2,-2.9,93.34428346,-41.92163046,5.167939632,5276.859596,0
33,9,1,4,0,2,0,0,1,2,101,4,999,2,0,-2.9,94.19195179,-42.19639287,2.363943356,5114.426715,0
23,8,2,1,0,2,0,0,1,2,784,3,15,3,0,-2.9,93.67855449,-43.7694186,4.868612544,5166.511189,1
36,10,1,4,0,0,0,0,1,2,222,1,999,0,1,-2.9,93.74829762,-32.59580151,1.66456473,5117.946262,1
22,8,2,1,0,2,0,0,1,2,425,2,999,0,1,-2.9,92.65029981,-41.54975994,4.556997426,5136.952629,1
30,0,1,4,0,2,0,1,1,2,181,1,999,0,1,-2.9,93.4390328,-39.01001035,2.211906279,5126.799116,0
29,0,2,4,0,2,2,0,1,2,254,3,3,1,2,-2.9,92.87993473,-40.97145029,4.60826312,5198.136979,1
41,0,1,1,0,2,0,0,1,2,1175,3,999,0,1,-2.9,93.02374663,-38.93308488,8.708368689,5212.499796,0
31,1,1,3,0,0,0,0,1,2,414,1,999,0,1,-2.9,93.64810627,-40.54162571,4.992684734,5192.243745,1
39,0,1,4,1,2,0,0,1,2,102,1,4,1,2,-2.9,94.13637961,-42.26243585,3.39731183,5165.652302,0
39,0,1,4,1,2,0,0,1,2,200,1,999,1,0,-2.9,93.92649942,-46.35828812,1.399844245,5133.92739,0
30,7,2,1,0,2,0,0,1,2,148,2,999,0,1,-2.9,93.33287762,-41.24652017,-0.968816339,5078.413084,1
36,0,1,4,0,2,2,0,1,2,220,2,999,1,0,-2.9,92.79879053,-42.73962934,3.327912237,5288.473583,0
88,5,0,0,0,2,0,0,1,2,402,2,999,0,1,-2.9,93.49063384,-44.32844566,3.356146937,5234.640183,0
39,0,1,1,0,0,0,0,1,2,315,2,4,1,2,-2.9,92.41685456,-42.30899434,4.853324888,5159.662837,1
39,4,1,4,0,0,0,0,1,2,105,1,999,0,1,-2.9,93.65995494,-38.83088928,4.210121313,5066.562323,0
39,0,1,4,1,2,0,0,1,2,368,1,999,0,1,-2.9,92.98040981,-49.13286,4.472666621,5129.206142,0
45,0,0,4,0,2,0,0,1,2,150,3,999,1,0,-2.9,92.05158592,-43.69796004,0.084060792,5118.38458,0
34,3,1,4,0,0,0,0,1,2,485,3,4,1,2,-2.9,93.55521273,-38.81546469,2.583426413,5248.596451,0
32,1,2,0,0,2,0,0,1,2,282,1,999,0,1,-2.9,94.5384863,-38.06133706,3.150357293,5175.336822,1
74,5,1,0,0,0,0,0,1,2,307,1,999,1,0,-2.9,92.95763853,-33.51724007,4.772129232,5155.72765,0
46,0,1,4,0,2,0,0,1,2,399,1,999,1,0,-2.9,93.58358987,-31.30048635,3.903327951,5156.101726,1
46,0,1,4,0,2,0,0,1,2,164,1,999,0,1,-2.9,93.54452097,-44.21102546,0.752100944,5015.828267,0
62,5,1,4,1,2,2,0,1,2,791,2,999,0,1,-2.9,93.68096124,-39.53141409,1.786868646,5125.503467,0
34,3,1,4,0,0,2,0,1,2,1152,2,6,1,2,-2.9,93.66391032,-34.65787511,3.2154856,5160.682285,0
36,0,1,4,0,0,0,0,1,2,138,2,999,1,0,-2.9,94.11002392,-37.91914863,4.888277486,5182.368694,0
36,10,1,4,0,2,0,0,1,2,138,2,999,0,1,-2.9,93.90958118,-42.40553204,4.965882846,5122.93559,0
38,4,1,4,0,2,0,0,1,2,328,2,999,0,1,-2.9,94.06637941,-46.66098701,5.613110013,5202.571583,0
33,0,2,4,0,2,0,0,1,2,72,3,999,0,1,-2.9,93.5414751,-38.7985534,3.568381882,5123.000781,0
24,8,2,1,0,0,0,0,1,2,136,1,999,2,0,-2.9,93.6112534,-40.93090516,8.281912106,5260.786232,0
39,10,1,1,0,0,0,0,1,2,192,3,999,0,1,-2.9,93.34037547,-44.26247251,0.495936998,5236.277434,1
34,6,1,4,0,0,0,0,1,2,78,2,999,0,1,-2.9,93.9786965,-38.07144111,4.89490385,5057.870829,0
20,8,2,1,0,0,0,0,1,2,347,2,999,0,1,-2.9,93.30208843,-46.19455049,5.452096561,5328.780154,0
46,9,1,0,0,2,0,0,1,2,464,4,999,0,1,-2.9,94.41328645,-39.97586943,3.019118289,5134.833401,1
81,5,1,0,0,0,0,0,1,2,189,2,4,1,2,-2.9,94.81627845,-37.63565146,2.388230046,5217.144852,0
43,9,1,4,0,0,0,0,1,2,160,1,999,0,1,-2.9,93.49717725,-35.47267955,5.712518625,5074.378448,0
22,8,2,0,0,2,0,0,1,2,293,2,4,2,2,-2.9,93.46456146,-45.6902934,4.855750945,5155.87531,1
34,4,1,4,0,0,0,0,1,2,233,1,999,0,1,-2.9,92.61288882,-41.79922941,3.027400236,5051.295616,0
32,7,1,1,0,2,0,0,1,2,105,1,999,0,1,-2.9,93.81369967,-36.78534388,8.352923208,5089.205279,0
36,7,1,1,0,2,2,0,1,2,227,2,999,1,0,-2.9,93.42235168,-39.23234651,3.54724907,5184.866108,1
32,7,1,1,0,0,0,0,1,2,100,1,999,0,1,-2.9,94.31752614,-40.98202637,1.905567744,5160.254927,0
34,6,2,4,0,0,0,1,1,2,57,1,999,0,1,-2.9,94.00401573,-46.19038497,2.795991451,5036.57477,0
24,9,2,3,0,0,0,0,1,2,129,1,999,0,1,-2.9,93.12274519,-35.01533227,4.156345807,5157.181654,0
28,10,2,4,0,0,2,0,1,2,74,2,999,0,1,-2.9,92.85482931,-39.65329808,4.517930313,5119.438188,0
27,9,2,4,0,0,0,0,1,2,103,1,4,1,2,-2.9,94.74076131,-35.88868542,6.221871189,5202.307946,0
46,0,1,4,0,2,0,1,1,2,213,1,999,0,1,-2.9,94.21135599,-35.55949478,3.861765492,5207.241044,0
76,5,1,0,0,0,2,0,1,2,284,1,999,1,0,-2.9,93.85064665,-36.52064504,4.456846769,4971.479895,0
64,11,1,5,0,2,2,0,1,2,219,1,999,0,1,-2.9,92.95997366,-46.64906501,1.100598149,5142.26794,0
40,0,1,1,0,0,0,0,1,2,477,2,999,0,1,-2.9,93.86319174,-42.29805642,1.981754109,5052.555604,1
35,0,2,1,0,0,2,0,1,2,73,1,999,1,0,-2.9,93.85263781,-41.92681044,0.407285311,5052.004707,0
74,5,1,3,0,2,0,0,1,2,204,3,999,1,0,-2.9,94.11461268,-46.36112321,2.847393413,5123.506976,1
41,1,1,0,0,0,0,0,1,2,726,1,999,0,1,-2.9,93.84317578,-45.92142065,4.486946128,5207.027054,0
41,1,1,0,0,0,0,0,1,2,75,1,999,1,0,-2.9,93.76353515,-39.10398445,2.1421314,5228.217132,0
76,5,1,4,0,2,0,0,1,2,344,1,999,1,0,-2.9,93.415752,-38.72553005,2.807079339,5145.918668,0
48,6,1,4,0,0,0,0,1,2,135,1,4,3,2,-2.9,93.03885741,-43.31081064,1.293111877,5127.700663,0
25,0,2,4,0,0,2,0,1,2,112,1,999,0,1,-2.9,93.21136688,-43.11353272,4.010299414,5196.038643,0
25,0,2,4,0,0,2,0,1,2,99,1,999,0,1,-2.9,93.26858466,-43.32405414,7.550202281,5103.226592,0
21,8,2,1,0,0,0,0,1,2,185,2,4,2,2,-2.9,94.26987944,-39.85010485,4.905520723,5309.21135,0
39,0,1,0,1,0,0,0,1,2,371,2,999,0,1,-2.9,93.79105007,-33.5727276,2.321487154,5165.015789,0
44,10,1,1,0,2,0,0,1,2,143,1,3,1,2,-2.9,93.02907511,-35.80818407,2.001969051,5082.04289,0
44,10,1,1,0,2,0,1,1,2,99,1,999,0,1,-2.9,92.45674384,-46.80537054,3.603875728,5206.295218,0
44,10,1,1,0,2,0,0,1,2,146,1,999,0,1,-2.9,92.46564914,-35.39894244,6.226535235,5151.554544,0
44,10,1,1,0,2,0,0,1,2,284,1,999,0,1,-2.9,93.51846919,-42.80439152,0.78924612,5257.736961,0
33,7,1,1,0,0,0,0,1,2,738,1,999,0,1,-2.9,94.48554437,-38.0607389,1.330927306,5154.55421,1
29,4,1,4,0,2,0,0,1,2,75,1,4,2,2,-2.9,93.44684744,-38.34276148,4.903992378,5123.20881,0
39,1,1,0,0,0,0,0,1,2,320,2,3,1,2,-2.9,93.34306244,-40.54963131,5.48023887,5125.267279,1
73,5,1,3,0,2,0,0,1,2,135,2,999,0,1,-2.9,94.28484507,-36.27092912,1.418427433,5283.375094,0
36,9,1,3,0,2,0,0,1,2,92,2,999,1,0,-2.9,94.13153686,-38.7841618,5.327858829,5192.951509,0
22,8,2,1,0,0,0,0,1,2,53,2,3,1,2,-2.9,93.72179374,-40.35721226,3.939961402,5188.810448,0
33,7,1,1,0,1,1,0,1,2,240,2,999,0,1,-2.9,93.44561025,-34.9070239,3.128686828,5280.511258,0
57,0,2,1,0,2,0,0,1,2,479,1,999,0,1,-2.9,93.33583915,-36.51757439,5.433095302,5171.102181,1
62,5,1,4,1,0,0,0,1,2,154,2,999,0,1,-2.9,93.62540726,-30.21332012,3.494671401,5181.233881,0
21,8,2,1,0,0,0,0,1,2,236,3,999,0,1,-2.9,94.00432496,-34.86809081,1.723287047,5219.991111,0
72,5,0,0,0,2,2,0,1,2,238,2,999,1,0,-2.9,94.00685436,-43.94192997,2.721200226,5149.919856,0
31,9,1,4,0,0,0,0,1,2,158,1,999,0,1,-2.9,94.23516451,-40.61759835,3.768261946,5165.488431,0
33,0,2,4,0,0,0,0,1,2,275,1,999,0,1,-2.9,93.04362078,-45.68765753,6.183511105,5225.23477,0
43,10,1,1,0,0,0,0,1,2,319,4,3,2,2,-2.9,92.93936763,-36.2214203,4.622747972,5254.795737,0
36,4,1,0,0,2,2,0,1,2,354,3,999,0,1,-2.9,93.68857222,-38.28308513,2.875101306,5335.658891,1
36,0,1,4,0,0,0,0,1,2,126,2,999,0,1,-2.9,93.73973777,-41.58239984,3.891009709,5106.157681,0
28,10,1,3,0,2,0,1,1,0,275,6,999,0,1,-2.9,93.14416174,-42.47040798,4.516371236,5072.527019,1
17,8,2,0,0,2,0,0,1,0,182,2,999,2,0,-2.9,93.31559429,-42.11023085,5.870659589,5039.730175,0
26,8,2,3,0,2,0,0,1,0,150,2,999,0,1,-2.9,94.22703172,-39.14539166,4.729316447,5214.663,1
43,4,1,0,0,2,2,0,1,0,233,2,999,0,1,-2.9,93.91396774,-37.38601138,3.134755017,5090.610222,0
61,5,1,0,0,2,0,1,1,0,176,2,999,0,1,-2.9,92.95137706,-47.38439406,-0.016627401,5049.739424,0
39,9,1,4,0,2,0,0,1,0,156,2,999,0,1,-2.9,93.64402018,-41.3319767,3.403522133,5267.104559,1
62,5,1,5,0,0,0,0,1,0,172,4,999,0,1,-2.9,94.51666939,-41.46417989,4.086999573,5078.068387,1
70,5,1,3,0,0,0,0,1,0,185,3,999,1,0,-2.9,93.58760363,-34.37217167,1.908514288,5157.074523,0
45,10,1,0,0,0,0,0,1,0,126,3,999,0,1,-2.9,93.19259861,-40.59664376,6.747502048,5208.967389,0
43,4,1,0,0,2,0,0,1,0,180,1,6,2,0,-2.9,93.88080594,-47.16434444,6.08677077,5112.810113,0
29,1,1,0,0,2,0,0,1,0,98,1,999,1,0,-2.9,93.72878739,-38.07977235,2.973308666,5162.325865,0
48,4,0,4,0,0,0,0,1,0,117,1,999,0,1,-2.9,93.49190418,-42.25181084,4.565114406,5211.712768,0
35,9,1,3,0,2,0,0,1,0,225,1,999,0,1,-2.9,93.62880346,-42.321175,0.424022727,5171.076935,1
61,4,1,4,0,2,0,0,1,0,209,2,4,2,2,-2.9,93.73104134,-39.48279431,1.346788369,5207.622441,1
24,8,2,1,1,2,0,0,1,0,319,1,999,1,0,-2.9,92.85874828,-42.52477899,3.6692243,5266.533435,0
33,1,2,0,0,0,0,0,1,0,257,1,999,1,0,-2.9,94.28223675,-41.68468535,4.055951233,5082.99138,0
32,1,1,0,0,2,2,0,1,0,230,1,999,0,1,-2.9,93.81955153,-36.8383756,5.80258828,5066.302939,0
42,4,1,4,0,2,0,0,1,0,436,1,13,1,2,-2.9,93.06254942,-45.7770129,2.818299606,5219.39167,1
36,10,2,4,0,0,0,0,1,0,415,1,999,0,1,-2.9,94.12060514,-41.32904168,4.999849347,5123.545958,0
36,10,2,4,0,0,0,0,1,0,260,1,999,0,1,-2.9,92.62044019,-42.6761182,1.163646286,5257.087639,0
17,8,2,0,0,2,0,0,1,0,92,3,4,2,2,-2.9,93.28704899,-47.7785182,5.106235096,5113.876996,0
54,0,1,4,0,2,0,0,1,0,326,3,999,0,1,-2.9,93.78474819,-42.70827983,2.116593984,5181.585067,1
25,8,2,1,0,0,0,0,1,0,253,1,999,0,1,-2.9,93.86402476,-39.32051535,6.017551544,5319.831716,0
25,8,2,1,0,2,0,0,1,0,78,1,999,1,0,-2.9,94.38667533,-37.08511602,1.074559514,5172.682275,0
48,0,2,4,0,2,0,0,1,0,260,2,999,1,0,-2.9,94.63376865,-29.84404691,6.263165901,5135.702996,0
20,8,2,1,0,0,0,0,1,0,190,2,999,1,0,-2.9,92.39446887,-35.80848818,4.563942326,5278.675541,0
63,1,1,0,0,2,2,0,1,0,107,3,999,0,1,-2.9,94.25020497,-39.22350284,5.192458125,5152.347514,0
58,1,0,0,0,0,0,0,1,0,186,1,999,0,1,-2.9,93.58934856,-41.48702458,0.38508807,5131.427835,1
55,5,1,0,0,2,0,0,1,0,137,1,3,1,2,-2.9,93.20078442,-41.0680011,3.905942702,5073.835107,1
35,0,2,1,0,2,0,0,1,0,105,1,999,0,1,-2.9,93.72752437,-36.48771383,4.699210049,5204.189425,0
71,5,1,0,0,2,0,0,1,0,125,1,999,0,1,-2.9,93.41057806,-39.14795769,2.029891797,5210.314354,1
25,7,2,1,0,0,0,0,1,0,553,1,999,0,1,-2.9,94.13018958,-40.29815849,1.3244834,5184.543519,0
70,5,1,3,0,2,0,0,1,0,94,4,999,0,1,-2.9,94.84392012,-52.80733713,3.108004855,5191.344031,1
28,10,1,3,0,0,0,0,1,0,276,2,999,0,1,-2.9,93.18125135,-39.87724335,4.743864585,5136.339683,1
46,9,1,3,0,2,0,0,1,0,182,6,999,1,0,-2.9,93.04097355,-44.76750451,4.301683658,5246.365028,1
42,9,1,3,0,2,0,0,1,0,100,2,999,0,1,-2.9,92.83878512,-35.88725965,4.464741565,5253.068591,1
26,8,2,1,0,0,0,0,1,0,482,2,999,0,1,-2.9,93.56280712,-36.48600678,3.42186882,5247.240737,0
35,0,1,4,0,0,0,0,1,0,201,1,999,0,1,-2.9,92.59580587,-35.46834627,5.452187179,5288.046661,1
32,0,1,4,0,2,0,0,1,0,88,5,999,0,1,-2.9,94.97513989,-37.04162728,2.869408652,5174.388579,0
38,6,0,1,0,0,0,0,1,0,391,3,999,1,0,-2.9,93.82611241,-41.07990165,5.437916548,5251.586002,1
28,10,1,3,0,2,0,0,1,0,190,3,999,1,0,-2.9,93.36600586,-35.17861927,5.947650245,5124.348456,1
17,8,2,0,0,1,1,0,1,0,498,2,999,1,0,-2.9,94.09405528,-37.53919151,4.125649792,4979.047637,1
31,0,1,4,0,0,0,0,1,0,880,3,999,0,1,-2.9,94.01254781,-40.64452116,2.267449521,5120.658014,1
63,5,0,0,0,2,0,0,1,0,153,2,3,1,2,-2.9,93.33801857,-38.94160915,3.255294258,5192.920916,0
29,1,2,0,0,0,0,0,1,0,260,3,999,0,1,-2.9,93.03300265,-43.1084857,2.245027701,5283.034653,1
37,2,1,0,0,2,0,0,1,0,148,2,999,0,1,-2.9,93.93092478,-41.21374905,2.259411678,5137.536848,0
25,9,2,4,0,2,0,0,1,0,142,2,999,1,0,-2.9,93.48837835,-37.05985287,4.336399258,5062.61654,0
61,5,1,0,0,0,0,0,1,0,99,3,999,0,1,-2.9,92.42634412,-40.939568,2.99434454,5201.128666,0
70,5,1,3,0,0,0,0,1,0,70,3,999,0,1,-2.9,93.42529696,-39.77717912,3.820488882,5218.946821,0
28,10,1,3,0,0,0,1,1,0,140,11,999,0,1,-2.9,93.99971162,-42.26487989,4.97492474,5120.485734,0
31,2,2,4,0,2,0,0,1,0,211,3,999,0,1,-2.9,93.93890943,-49.67157641,5.358802579,5273.721695,1
35,9,1,4,0,0,0,0,1,0,224,3,999,0,1,-2.9,93.68879454,-35.88306098,0.036570402,5102.307125,0
20,8,2,1,0,0,0,1,1,0,159,2,4,2,2,-2.9,94.25913233,-38.49312965,4.48631325,5317.051218,0
35,4,1,1,0,2,2,0,1,0,313,4,999,2,0,-2.9,93.53404818,-41.83814076,4.602714357,5178.264316,0
22,8,2,0,0,0,0,1,1,1,297,1,999,0,1,-2.9,94.0981642,-39.82503743,3.87245909,5252.967946,0
68,5,1,0,0,0,0,0,1,1,110,1,999,2,0,-2.9,93.30856187,-38.37772045,1.591325686,5064.181647,0
62,4,0,1,0,0,0,0,1,1,405,1,999,0,1,-2.9,94.63907089,-32.80738358,1.929454266,5124.053281,1
65,5,1,1,0,0,0,0,1,1,80,1,999,1,0,-2.9,93.3098065,-43.86295099,2.95300252,5187.521226,0
26,0,2,4,0,2,0,0,1,1,138,1,999,0,1,-2.9,92.58716088,-46.94989056,0.566433563,5272.382834,0
76,5,1,3,0,0,0,0,1,1,308,1,15,1,2,-2.9,94.04939746,-37.73867038,3.620099981,5209.368161,1
66,5,1,5,0,0,0,0,1,1,43,1,999,2,0,-2.9,93.27223021,-34.32358179,4.339977541,5046.658409,0
23,9,2,4,0,2,0,0,1,1,116,1,999,0,1,-2.9,93.54461529,-50.805111,2.8650356,5311.936056,0
43,4,1,4,0,0,0,0,1,1,75,1,999,0,1,-2.9,92.72885195,-39.06629741,2.749455848,5120.94761,0
72,5,0,0,0,0,0,0,1,1,152,1,999,0,1,-2.9,93.75895821,-45.92432174,1.082233664,5180.934064,0
73,5,1,0,0,0,0,0,1,1,348,1,999,0,1,-2.9,93.71511619,-43.18361164,1.76579966,5145.234914,1
67,5,1,3,0,2,2,0,1,1,186,1,999,0,1,-2.9,93.51686992,-44.67153794,2.928912202,5108.037677,1
80,5,1,1,0,0,0,1,1,1,199,1,999,0,1,-2.9,95.62818218,-34.86435985,6.894603105,5161.148052,1
60,0,1,4,0,0,0,0,1,1,133,1,999,0,1,-2.9,93.48210474,-41.84171323,3.024957565,5094.954182,0
33,9,1,4,0,2,0,0,1,1,551,2,999,0,1,-2.9,93.33598796,-39.70946276,-0.138030827,5189.318279,0
23,8,2,1,0,0,0,0,1,1,123,1,999,0,1,-2.9,94.13937087,-34.74404679,-0.246851815,5242.855736,0
23,8,2,1,0,0,0,0,1,1,80,1,999,0,1,-2.9,93.27897744,-37.94669693,3.227683815,5120.01508,0
25,0,2,4,0,0,0,0,1,1,286,1,999,0,1,-2.9,93.64867876,-40.99175229,3.825590006,5132.299548,1
25,0,2,4,0,2,0,0,1,1,163,1,6,1,2,-2.9,94.43278228,-42.0093373,3.785761808,5170.582838,1
33,10,2,4,0,0,0,0,1,1,156,1,999,0,1,-2.9,94.78944178,-38.57296403,-0.059027763,5194.905129,0
65,5,1,1,0,2,2,0,1,1,97,2,999,0,1,-2.9,93.46480059,-30.37189251,2.291606393,5153.161733,0
34,9,1,4,0,0,0,0,1,1,220,1,999,0,1,-2.9,94.15839904,-39.03117859,1.828653275,5176.371307,1
34,9,1,4,0,0,0,0,1,1,473,1,999,0,1,-2.9,93.38208619,-44.9098757,5.222569668,5334.574131,0
31,0,2,4,0,0,0,1,1,1,122,1,999,0,1,-2.9,93.1604679,-39.2739189,3.631890848,5098.974477,0
34,9,2,3,0,0,0,0,1,1,237,1,999,1,0,-2.9,93.78503454,-40.33975241,1.588791695,5215.97892,0
31,9,1,4,0,0,0,0,1,1,109,1,999,1,0,-2.9,92.60602731,-39.62633971,4.524173449,5135.156942,0
26,0,2,4,0,1,1,0,1,1,115,1,999,0,1,-2.9,93.92250965,-37.33103803,6.707261486,5145.0344,0
43,4,1,4,0,0,0,1,1,1,123,1,999,0,1,-2.9,93.56666766,-40.35960768,1.952113644,5238.101184,0
50,1,1,0,0,0,0,0,1,1,123,2,15,1,2,-2.9,92.42433839,-39.11014071,2.006123659,5174.582789,0
30,7,2,1,0,0,0,0,1,1,366,2,999,0,1,-2.9,93.59385074,-36.19738805,2.865870298,5093.479182,0
28,0,2,4,0,2,0,0,1,1,343,2,999,1,0,-2.9,93.57985358,-40.02408221,4.185288039,5322.954327,1
34,9,1,3,0,0,0,0,1,1,123,1,999,0,1,-2.9,93.17855225,-33.32272287,3.16843243,5238.121494,0
48,9,1,1,0,2,0,0,1,1,711,1,999,0,1,-2.9,94.12823264,-39.75775298,5.106754238,5272.826886,1
44,0,2,4,0,0,0,0,1,1,207,1,6,1,2,-2.9,94.75014028,-43.02418254,2.465774896,5114.060444,1
18,8,2,0,0,2,0,0,1,1,628,1,999,0,1,-2.9,93.04315405,-39.83501373,3.982671138,5197.058475,0
23,9,1,3,0,2,0,0,1,1,341,1,3,2,2,-2.9,93.65563756,-41.11889939,5.417250375,5250.437795,1
27,6,2,4,0,1,1,0,1,1,130,2,999,1,0,-2.9,93.18176458,-39.97678741,3.921686349,5087.282209,0
27,6,2,4,0,0,0,0,1,1,241,2,999,0,1,-2.9,94.21737056,-40.72829845,3.544522749,5190.327335,0
28,0,2,4,0,0,0,0,1,1,192,1,999,0,1,-2.9,93.32334972,-41.8995745,0.971366004,5109.919812,0
28,0,2,4,0,2,0,0,1,1,340,1,999,0,1,-2.9,93.9829367,-47.03988296,4.859409814,5194.973621,1
28,0,2,4,0,1,1,0,1,1,148,1,999,2,0,-2.9,95.09595915,-35.79130599,5.171697898,5104.116171,0
41,0,2,1,0,2,0,0,1,1,606,1,6,1,2,-2.9,94.2293514,-46.42325943,3.815689898,5199.138481,1
29,4,2,4,0,0,0,0,1,1,300,1,999,0,1,-2.9,92.81212629,-36.50607328,4.869705417,5176.364522,0
74,5,1,0,0,2,0,0,1,1,156,1,999,1,0,-2.9,92.37640108,-41.42386222,3.193179665,5205.020693,1
46,2,1,1,0,2,0,0,1,1,109,1,999,0,1,-2.9,92.99577609,-33.13008415,3.906178322,5219.228605,0
22,8,2,3,0,2,0,0,1,1,162,2,999,1,0,-2.9,94.21343213,-47.26890446,1.8461894,5288.84183,1
29,10,2,4,0,2,0,0,1,3,33,2,999,0,1,-2.9,93.79254111,-40.51530424,5.904671617,5233.379122,0
67,5,1,0,0,0,0,0,1,3,460,2,999,0,1,-2.9,94.06198332,-44.28384401,1.644252401,5295.062024,1
36,0,2,4,0,0,0,0,1,3,278,1,999,0,1,-2.9,93.99909726,-43.98089252,3.120952141,5220.895444,1
65,3,0,0,0,2,0,0,1,3,212,1,999,0,1,-2.9,93.09170317,-39.87542933,5.205193885,5169.304438,0
31,0,2,1,0,2,0,0,1,3,243,2,999,0,1,-2.9,93.74362821,-36.67770977,6.186278036,5300.882906,0
61,5,1,4,0,0,0,1,1,3,249,2,3,1,2,-2.9,94.07069447,-28.76102068,4.670533033,5206.263745,1
63,5,1,4,0,0,0,0,1,3,177,1,999,0,1,-2.9,92.63486208,-40.19436614,1.231268406,5127.247096,0
34,0,2,4,0,2,0,1,1,3,205,1,999,0,1,-2.9,94.59306189,-45.14365939,3.104720205,5111.501564,1
34,0,2,4,0,0,2,0,1,3,543,1,999,1,0,-2.9,93.99226027,-34.67054289,3.513676321,5103.763184,0
33,0,1,1,0,0,0,0,1,3,147,1,999,1,0,-2.9,93.35020926,-42.76356483,4.989252259,5050.131491,0
33,0,1,1,0,0,2,0,1,3,113,1,6,2,2,-2.9,93.798532,-48.62776501,3.169907771,5136.818854,0
26,0,2,4,0,2,0,1,1,3,215,1,999,1,0,-2.9,94.3411328,-40.37134029,2.229176411,5173.690026,1
47,0,2,4,0,2,0,0,1,3,161,1,999,1,0,-2.9,93.75430308,-39.84618505,3.702494259,5163.334177,1
49,9,1,4,0,0,0,0,1,3,90,1,999,0,1,-2.9,94.10907585,-44.20459432,5.456139017,5078.008466,0
32,9,2,4,0,2,2,0,1,3,96,1,999,0,1,-2.9,93.293425,-43.79155643,5.06947882,5238.971752,0
56,4,1,4,0,0,0,1,1,3,108,1,999,0,1,-2.9,93.71365229,-46.48691794,2.571864287,5060.606843,0
59,4,1,4,0,2,0,0,1,3,210,2,999,1,0,-2.9,92.89725748,-36.14731566,4.533174167,5179.246501,0
61,5,1,4,0,2,0,0,1,3,101,1,999,0,1,-2.9,92.98150184,-30.92602963,6.137781598,5099.323068,0
34,0,1,4,0,2,0,0,1,3,360,1,999,0,1,-2.9,93.77952509,-38.8120034,0.543784424,5113.652372,0
37,0,1,4,0,0,2,0,1,3,66,1,999,1,0,-2.9,93.83176729,-43.36546845,2.995700459,5120.79259,0
37,0,1,4,0,2,0,0,1,3,148,1,999,2,0,-2.9,93.0455701,-39.42726764,3.838576332,5207.131001,1
35,9,1,4,0,1,1,0,1,3,117,1,999,0,1,-2.9,92.42288753,-37.25750894,4.110010649,5234.015302,0
32,7,1,1,0,0,0,0,1,3,363,1,999,0,1,-2.9,93.2349881,-41.13606612,2.964249669,5271.84717,0
71,5,1,0,1,1,1,0,1,3,216,1,999,0,1,-2.9,92.61869454,-38.45288611,2.163686155,5229.282942,1
50,0,1,4,0,0,0,0,1,3,587,2,999,1,0,-2.9,93.63621438,-46.16775101,5.512727299,5103.333408,1
34,9,1,3,0,0,0,0,1,3,193,1,13,1,2,-2.9,93.2390117,-41.77010321,3.36081418,5227.3045,1
56,4,1,4,0,2,0,0,1,3,370,2,999,0,1,-2.9,93.39743709,-39.87742103,3.793575639,5200.2139,1
33,1,0,0,0,2,0,0,1,3,395,1,999,0,1,-2.9,93.34377336,-43.67397472,4.439573488,5271.595254,1
20,8,2,1,0,2,0,0,1,3,532,1,999,1,0,-2.9,93.20905934,-43.39604176,3.186080238,5101.177984,1
64,5,1,1,1,0,0,0,1,3,301,1,999,1,0,-2.9,93.46363639,-51.5970733,1.960466675,5093.295932,1
29,0,2,4,0,2,0,0,1,3,307,1,999,0,1,-2.9,93.40356928,-33.84815599,2.907597604,5312.809782,0
65,5,1,0,0,2,0,0,1,3,197,2,999,1,0,-2.9,94.24096528,-41.75935752,2.025954217,5066.262335,0
